WiFi	LTE-U	WiFi_MIN	LTE-U_MIN
13.5	6.75	13.5	6.75
13.5	13.00677749193014	13.5	6.75
10.973827353589112	9.07415583141862	8.666666666666666	8.666666666666666
10.30125278307103	8.373749829755354	6.75	1.5714285714285714
7.873920483869438	12.997697220298486	6.75	2.2
9.0	7.3622803241872585	9.0	6.5
8.666666666666666	8.386348934479958	8.666666666666666	6.5
8.839973101101988	9.289758758982412	9.0	6.625
8.666666666666666	6.75	8.666666666666666	6.75
9.0	12.031715037836708	8.666666666666666	4.5
9.311776766004286	10.0891557971366	8.666666666666666	8.666666666666666
10.818661234430282	6.75	6.75	6.75
12.509273746095108	9.397731518991574	5.2	3.6666666666666665
11.0629420079494	10.060956552934908	6.75	2.5384615384615383
8.666666666666666	9.305271539386164	8.666666666666666	2.2
9.88608426873922	12.007755669917435	8.666666666666666	7.833333333333333
10.470986920587913	9.238049289114866	8.666666666666666	3.3
6.75	10.717167516736858	6.75	8.666666666666666
8.666666666666666	10.87757221423788	8.666666666666666	6.75
10.598807428354226	19.945597276967675	8.666666666666666	6.75
13.5	8.196347464721798	13.5	1.5714285714285714
12.088802123610597	8.899524309769337	6.75	2.75
8.666666666666666	9.155119745105527	8.666666666666666	8.25
13.5	9.15495342901022	13.5	2.357142857142857
6.75	12.335657713578732	6.75	8.666666666666666
11.728277199653448	8.111617347264897	6.75	6.6
11.464244661722343	9.0	8.666666666666666	9.0
10.420823230296195	10.237246748382516	8.666666666666666	8.666666666666666
8.666666666666666	10.011372821615076	8.666666666666666	8.666666666666666
16.46158979376757	13.5	8.666666666666666	13.5
9.263097436323545	9.138702057668569	8.666666666666666	6.75
6.75	12.643246971653253	6.75	3.6666666666666665
6.75	17.806979924371024	6.75	8.666666666666666
6.75	8.060908541222377	6.75	6.75
7.917059362018403	6.75	6.75	6.75
8.666666666666666	11.105442786494772	8.666666666666666	8.666666666666666
11.739606038909857	9.576594661466222	6.75	8.25
10.081414345017002	7.012847115794265	8.666666666666666	6.5
8.983415436539573	9.238903529991518	6.75	6.75
6.75	8.197676231806604	6.75	3.0
8.71697741805441	10.166115080265218	6.75	4.714285714285714
9.575332693140538	8.352132247315945	8.666666666666666	7.833333333333333
14.021986483445872	13.5	6.75	13.5
12.443731111267377	20.574221999901596	6.5	6.5
8.543108676813643	13.5	6.75	13.5
8.666666666666666	7.833333333333332	8.666666666666666	7.833333333333333
13.5	7.701511876266801	13.5	6.75
9.412320692062124	8.666666666666666	8.666666666666666	8.666666666666666
12.13417943982736	6.75	8.666666666666666	6.75
6.75	8.666666666666666	6.75	4.5
9.550750072152107	8.666666666666666	8.666666666666666	8.666666666666666
10.528132709560214	9.06939406907668	8.666666666666666	6.75
10.17613181348979	6.75	8.666666666666666	6.75
6.75	9.747292408477447	6.75	1.375
10.815012661034656	13.5	6.75	13.5
8.74678587900275	8.367910821097942	5.2	6.5
7.744865862956563	8.666666666666666	6.75	8.666666666666666
9.06169612511934	11.305090167891432	8.666666666666666	8.666666666666666
9.347083968988448	13.5	8.666666666666666	13.5
12.878955707949457	13.5	6.75	13.5
8.666666666666666	9.800972681554134	8.666666666666666	6.5
9.0	8.288056438480439	6.5	4.125
8.666666666666666	9.759332279828127	8.666666666666666	6.5
8.490551552426174	6.921359546936611	6.5	6.75
9.0	10.752876599262208	9.0	2.2
13.5	8.666666666666666	13.5	8.666666666666666
9.228989109400041	9.457803293768706	8.666666666666666	9.4
11.776836282458772	6.156777440568576	6.75	5.2
9.514160810896803	6.75	8.666666666666666	6.75
9.13776634178409	9.241249677963607	8.666666666666666	6.5
8.666666666666666	11.313053517923917	8.666666666666666	8.666666666666666
6.75	7.833333333333333	6.75	7.833333333333333
8.866818945561185	13.5	6.75	13.5
8.666666666666666	13.681351601637735	8.666666666666666	11.0
13.5	8.373615515118173	13.5	7.833333333333333
8.818064931221981	9.400636766181416	8.666666666666666	8.666666666666666
13.5	13.5	13.5	13.5
9.39201859930258	7.740677025216009	8.666666666666666	6.75
8.869581676865698	11.678774242956152	6.75	6.75
13.5	8.558150103237718	13.5	7.833333333333333
9.375057401420612	9.19358150414859	8.666666666666666	8.666666666666666
6.75	13.5	6.75	13.5
11.91822081766525	8.722949277608711	6.75	7.833333333333333
9.841522419855307	6.75	8.666666666666666	6.75
8.894203395778357	13.5	6.75	13.5
12.164255897564543	10.327065993393779	8.666666666666666	7.833333333333333
8.666666666666666	13.5	8.666666666666666	13.5
6.75	10.368133273839604	6.75	8.666666666666666
8.666666666666666	6.75	8.666666666666666	6.75
8.957995264326748	9.4	8.666666666666666	9.4
8.666666666666666	6.75	8.666666666666666	6.75
13.5	12.770309706114732	13.5	6.75
9.689803117543452	13.0	6.75	13.0
13.5	13.5	13.5	13.5
9.83320258595622	9.0	8.666666666666666	9.0
11.287073836072736	9.0	8.666666666666666	9.0
9.559538022703352	8.666666666666666	8.666666666666666	8.666666666666666
8.666666666666666	7.808421769145888	8.666666666666666	6.5
9.694239283573124	10.99896118441177	6.75	8.666666666666666
9.489437488003631	7.505901104955647	6.75	6.75
6.75	13.5	6.75	13.5
9.767535493959091	9.212146988338587	6.75	8.666666666666666
8.583023474393322	9.759086646262146	5.2	8.25
9.069601482056813	12.375225993178526	5.2	8.666666666666666
13.0	8.426307563025057	13.0	7.833333333333333
6.75	9.917197365687493	6.75	8.666666666666666
8.666666666666666	8.666666666666666	8.666666666666666	8.666666666666666
10.305376731147176	6.75	8.666666666666666	6.75
13.5	9.712872969663279	13.5	8.666666666666666
8.666666666666666	10.6402998450362	8.666666666666666	6.75
8.201004137072303	13.5	6.75	13.5
9.582278455731482	8.343796854194846	8.666666666666666	6.75
7.762702532721281	8.591187704315292	6.75	7.833333333333333
9.0	10.23581618397273	9.0	8.666666666666666
12.412313378465685	9.0	6.75	9.0
11.046601432960543	13.5	6.75	13.5
8.666666666666666	8.750665575440603	8.666666666666666	8.666666666666666
13.5	9.0	13.5	9.0
10.51025976701079	9.0	6.75	9.0
10.471187789022544	9.0	6.75	9.0
13.0	9.273168913294336	13.0	8.25
6.75	6.75	6.75	6.75
13.5	8.666666666666666	13.5	8.666666666666666
8.70604510910457	6.75	8.666666666666666	6.75
17.745946320511962	13.5	13.0	13.5
13.5	8.666666666666666	13.5	8.666666666666666
8.666666666666666	9.0	8.666666666666666	9.0
9.414918659918268	6.75	6.75	6.75
13.5	10.919534238979082	13.5	6.75
9.0	13.0	9.0	13.0
13.5	6.75	13.5	6.75
10.92344086536229	12.75460195704087	6.75	6.75
9.0	9.0	9.0	9.0
8.90616128236297	9.433647960687754	6.75	5.5
13.5	10.392418536325525	13.5	6.75
11.80233137404224	8.666666666666666	8.666666666666666	8.666666666666666
11.782272123534016	6.75	6.75	6.75
7.362805128617637	13.5	6.75	13.5
7.177984901655245	8.358298067646425	6.75	7.833333333333333
11.112660932664793	9.4	8.666666666666666	9.4
12.117113588356533	11.929577594031391	8.666666666666666	8.666666666666666
9.0	9.687324619011981	9.0	4.714285714285714
13.5	10.897515510307194	13.5	6.75
9.277152754883625	8.666666666666666	8.666666666666666	8.666666666666666
8.149522546240028	6.75	6.75	6.75
12.185815970096167	14.25027838179907	6.75	8.666666666666666
11.971157020912045	7.859720738241769	6.75	6.75
6.75	9.0	6.75	9.0
13.5	13.0	13.5	13.0
8.854532135297719	10.739121074318785	6.75	8.666666666666666
9.0	8.17824759200867	9.0	6.75
13.5	9.993162762678136	13.5	8.666666666666666
12.202548476210497	6.75	6.75	6.75
10.06059754066135	10.390170037325213	8.666666666666666	9.4
9.0	9.0	9.0	9.0
8.666666666666666	9.0	8.666666666666666	9.0
8.25846854969082	10.284845137683728	6.5	8.666666666666666
9.0	10.85839953541548	9.0	6.75
8.666666666666666	6.75	8.666666666666666	6.75
9.987118616947948	9.667244972152043	6.75	8.666666666666666
10.995466666584333	10.04210707505838	6.75	6.75
6.75	8.74870258853914	6.75	8.666666666666666
13.208558997390847	8.13994111250639	6.75	7.833333333333333
6.75	8.666666666666666	6.75	8.666666666666666
8.666666666666666	6.75	8.666666666666666	6.75
13.5	8.904799905052307	13.5	6.75
9.0	10.084215272014742	9.0	8.666666666666666
9.728636836314118	10.089925577055368	6.5	7.833333333333333
10.014352981233074	6.75	6.75	6.75
13.0	8.373857976545791	13.0	6.5
8.666666666666666	8.475321617589453	8.666666666666666	8.25
8.666666666666666	8.927009067332039	8.666666666666666	8.666666666666666
6.75	9.161313294229112	6.75	8.666666666666666
9.165623358854461	11.986688232594961	6.5	8.666666666666666
13.341401698698602	9.0	6.75	9.0
9.0	7.5317446585123555	9.0	6.75
7.497924554174955	7.269870362567371	6.75	1.2222222222222223
13.5	8.666666666666666	13.5	8.666666666666666
10.011678577777328	9.15980736153576	6.75	8.666666666666666
13.185947941250497	9.333793943347647	8.666666666666666	6.75
11.033599689743967	8.33047604882685	8.666666666666666	7.833333333333333
7.224900684676219	6.75	6.75	6.75
11.366538950824427	9.0	6.75	9.0
13.5	8.666666666666666	13.5	8.666666666666666
9.665192982832226	13.5	8.666666666666666	13.5
13.0	13.5	13.0	13.5
6.75	14.811530551145811	6.75	11.75
9.0	10.611787129487396	9.0	8.666666666666666
10.512501425416414	8.751536335432599	6.75	7.833333333333333
9.045680194582328	6.75	6.75	6.75
6.75	8.706637032164465	6.75	8.25
9.415923936930117	9.555864648965802	8.666666666666666	5.5
10.854938955559446	13.5	6.75	13.5
9.017757959466575	9.0	8.666666666666666	9.0
9.0	8.866420484990444	9.0	8.666666666666666
6.75	6.794943163363736	6.75	6.75
6.883479627862956	13.5	6.75	13.5
9.0	9.0	9.0	9.0
10.669472009722416	6.75	8.666666666666666	6.75
10.373180386248634	13.5	8.666666666666666	13.5
8.77288875290069	9.270602047934746	6.75	6.75
9.0	9.0	9.0	9.0
8.09523148958653	10.614719299844008	6.75	8.666666666666666
8.594325609631298	8.666666666666666	6.75	8.666666666666666
6.75	10.045918580152104	6.75	8.25
9.483436635731797	8.970514132730813	6.75	8.666666666666666
8.666666666666666	12.49228480543989	8.666666666666666	6.75
11.412993548922982	9.0	6.75	9.0
8.044796147935681	6.75	6.5	6.75
9.602480459442274	8.666666666666666	8.666666666666666	8.666666666666666
9.36373446357122	6.75	8.666666666666666	6.75
9.005787227983536	15.666666666666666	8.666666666666666	15.666666666666666
13.5	11.80879185919931	13.5	6.75
12.5432161301277	8.666666666666666	6.75	8.666666666666666
6.75	6.75	6.75	6.75
8.205222827112516	9.0	6.75	9.0
6.75	13.5	6.75	13.5
8.666666666666666	11.731460897932465	8.666666666666666	8.666666666666666
13.5	9.215993210388223	13.5	8.666666666666666
8.666666666666666	7.833333333333333	8.666666666666666	7.833333333333333
9.769647785683073	9.000855285103807	6.75	7.833333333333333
12.496443417863883	10.80975236653905	8.666666666666666	8.666666666666666
8.770583067986665	6.75	6.5	6.75
8.008506841270878	13.5	6.5	13.5
9.0	8.582229942417671	9.0	7.833333333333333
6.75	10.155810514389655	6.75	6.75
11.322567132096701	9.022711411177792	8.666666666666666	7.833333333333333
8.440133212166792	11.728931110570139	6.75	6.75
10.617172971301072	13.5	8.666666666666666	13.5
8.676575300354793	8.889303699555164	6.5	6.75
9.1159529960609	6.75	6.75	6.75
8.712752505555317	10.297806110779439	9.0	8.25
8.386986168639684	9.59678948957788	6.75	8.666666666666666
12.298883631980157	9.0	6.5	9.0
9.365188385931665	9.069148631285264	8.666666666666666	8.666666666666666
9.0	9.0	9.0	9.0
10.329170927355582	6.75	8.666666666666666	6.75
6.75	8.25	6.75	8.25
12.380578868162925	10.186794329356564	6.5	8.666666666666666
7.241825185891215	9.493222734795587	6.75	6.75
6.75	6.75	6.75	6.75
7.984511988529023	9.219022580425989	6.5	6.75
8.906138175844239	9.363409705406447	13.0	6.75
11.036131597306943	12.760451626240927	6.75	9.4
6.75	9.597263565355098	6.75	8.666666666666666
8.332999954693785	6.75	6.75	6.75
11.993733952103113	10.092038266280648	6.75	8.666666666666666
11.796191053619502	9.575254548405598	13.0	8.666666666666666
11.326638442410554	10.427954325832934	6.75	8.25
4.5	8.086273577477002	4.5	6.75
8.702708545493362	10.394550912452415	5.2	8.666666666666666
8.573551886949025	9.0	6.75	9.0
4.5	9.54043370550199	4.5	8.666666666666666
6.567818161459814	6.75	5.2	6.75
7.572609072754642	13.0	6.75	13.0
8.412035284808821	8.666666666666666	6.5	8.666666666666666
8.458392847608158	9.388312394538769	6.5	8.666666666666666
6.75	8.899233421808358	6.75	8.666666666666666
9.0	12.294788053217708	9.0	7.833333333333333
9.825563908607174	9.658642022813563	6.5	6.75
5.998472759365212	9.504591068337312	5.2	8.666666666666666
10.685466796462938	8.806120368762981	4.5	7.833333333333333
5.355779593230246	10.860242970504524	5.2	8.666666666666666
5.214977719326456	9.987599515058248	5.2	5.2
9.0	8.964443182790006	9.0	4.714285714285714
6.5	10.209373413932534	6.5	3.6666666666666665
9.0	11.247420303599721	9.0	5.5
7.513261693483033	8.297937314144587	5.2	4.125
8.312787129912586	7.433299796671699	6.5	1.0
6.669638468688606	6.75	5.2	6.5
9.0	6.75	9.0	6.75
6.5	8.527767533048035	6.5	5.2
6.5	9.486347726964796	6.5	0.8333333333333334
6.75	6.723094554844016	6.75	0.75
5.675419228345089	7.302973802943119	5.2	5.222222222222222
6.821825737082078	6.5	6.75	6.5
8.978269139133772	8.233067365512262	8.666666666666666	3.0
7.620305275393188	9.198791937613608	4.5	6.75
8.30087926115679	11.87842567950541	4.5	5.2
7.815289794907156	6.084133161364128	5.2	5.2
9.421041321854545	5.875	8.666666666666666	5.875
11.514209352920297	9.615172046738003	6.5	6.75
7.074404959923735	8.755458669126394	6.5	6.75
6.75	6.75	6.75	6.75
9.450745483817581	8.371327630176452	6.5	5.875
9.890150007389522	9.705660928430193	6.5	6.714285714285714
6.75	7.969824292159348	6.75	6.75
8.295120610492527	7.919688552191114	6.75	6.75
5.9678111120651165	8.232541876777894	4.5	4.714285714285714
6.5	9.06904454184311	6.5	6.5
5.2	9.0	5.2	9.0
7.976514411608478	7.856392000501611	6.5	0.8823529411764706
6.5	9.10100220807283	6.5	6.75
6.597685743363472	6.896157501550006	5.2	5.875
7.113301666342906	6.75	6.75	6.75
8.69110129653267	9.083723139293115	6.75	5.2
6.75	6.8808579206558065	6.75	6.5
6.75	7.836978826556755	6.75	3.3
6.6856892872229405	8.766895047092728	6.5	2.5
5.689165563043158	7.01666206648263	4.5	5.875
6.230071958446824	9.962233478665333	4.5	5.2
6.75	7.54215354216428	6.75	6.714285714285714
6.5	10.231820776550105	6.5	5.5
7.280334473311617	8.51956263042468	6.75	4.5
9.669208258071695	8.660650452034936	6.75	5.2
6.75	10.501813072003786	6.75	4.5
6.75	7.049675262606682	6.75	6.5
7.410060730658399	6.75	6.75	6.75
9.549124419018021	7.29083775502703	6.75	6.5
5.752681191895235	7.6352622893944755	4.5	6.5
7.634778308252534	6.75	6.75	6.75
9.833213548841757	6.821231687473518	5.2	6.5
10.572732890686554	10.737105965752136	6.5	1.875
6.5	6.75	6.5	6.75
8.033803126047047	6.717363791102233	5.2	6.5
7.609870201979783	8.561730056745777	6.5	5.2
8.251220042033513	6.75	6.5	6.75
9.0	6.811731856292388	9.0	0.7142857142857143
6.5	5.2	6.5	5.2
7.235519815022061	8.884940539522427	5.2	2.357142857142857
6.658929295462087	7.613557311213172	5.2	6.75
9.229918239122433	6.75	6.75	6.75
8.385068366850291	6.5	6.75	6.5
13.5	7.899744586464583	13.5	5.2
13.5	7.833333333333332	13.5	7.833333333333333
8.67383235709753	7.604940730762504	8.666666666666666	4.5
9.090624005193725	6.75	8.666666666666666	6.75
8.498123877719998	8.208188744623104	6.5	1.1538461538461537
9.0	6.799658626792981	9.0	3.0
6.75	6.991405588987334	6.75	4.5
6.333801242481702	7.47129384398617	5.2	5.0
9.369670501517783	11.456391513072319	6.75	6.75
6.75	6.75	6.75	6.75
4.5	6.75	4.5	6.75
8.134262049121466	7.833333333333332	6.75	7.833333333333333
8.530620993940985	6.756388892709128	4.5	6.5
6.928392330469049	9.219904397124672	6.75	6.75
7.239233230478552	8.700464775202587	4.5	6.714285714285714
6.75	6.694118142319334	6.75	5.875
6.75	7.162110406646001	6.75	6.5
7.602221893337032	7.574315099506374	6.75	5.2
9.0	9.0	9.0	9.0
8.440984354483838	7.448422501614032	6.75	6.5
4.5	6.981254072451482	4.5	5.2
6.75	8.20580319150454	6.75	2.5
9.378748723250684	7.590220655763632	8.666666666666666	6.5
6.75	6.75	6.75	6.75
13.5	9.470768314436405	13.5	6.714285714285714
9.140599413536396	8.666666666666666	6.5	8.666666666666666
8.438068309994742	9.0	5.2	9.0
6.399223434915927	8.166394132951112	5.2	6.5
4.5	13.5	4.5	13.5
9.978606838358134	7.039956795955517	6.75	2.5384615384615383
6.75	6.75	6.75	6.75
8.007543129493367	9.134221959376413	6.75	7.833333333333333
10.555795153149953	9.459574137487099	6.5	0.75
8.666666666666666	9.0	8.666666666666666	9.0
7.180280553050465	9.495301377593025	6.75	6.75
8.607068810491597	8.748591493929169	6.5	6.5
9.0	7.728229235403288	9.0	6.75
4.5	8.613525894206914	4.5	2.5
5.2	6.6158700725434	5.2	4.5
9.0	6.7772837442512595	9.0	1.875
9.167574645435034	6.75	8.666666666666666	6.75
9.301830494676055	6.929413511372175	8.666666666666666	5.2
6.6290264979461595	8.666666666666666	4.5	8.666666666666666
9.0	8.606602192044123	9.0	1.3636363636363635
4.5	9.97814559243824	4.5	3.3
9.0	8.577709417354132	9.0	6.75
7.509104946147948	10.038699749712999	6.75	7.833333333333333
6.5	9.414193638866562	6.5	6.75
6.75	6.51415560681627	6.75	5.2
8.666666666666666	8.283843862725096	8.666666666666666	5.2
4.5	8.801925520826622	4.5	8.666666666666666
6.75	9.0	6.75	9.0
8.666666666666666	10.056768730169386	8.666666666666666	7.833333333333333
6.5	4.930338811715784	6.5	4.5
4.521492482983791	10.335919157002378	4.5	9.4
8.32126273831681	8.383887800901016	4.5	6.75
9.0	4.5	9.0	4.5
6.225171153421446	9.0	5.2	9.0
10.366459878839175	9.989734829214663	8.666666666666666	6.5
13.340644898700793	6.8626720333795275	6.75	6.75
6.916219658461719	8.666666666666666	5.2	8.666666666666666
8.666666666666666	9.0	8.666666666666666	9.0
6.140973386600715	8.384856804037751	4.5	5.222222222222222
8.95437908897957	9.0	5.2	9.0
9.0	6.636470798740336	9.0	5.222222222222222
6.75	8.763019209372187	6.75	4.125
9.436582160234138	8.666666666666666	8.666666666666666	8.666666666666666
9.0	9.747981699317016	9.0	6.5
6.487896485404296	6.150951824441069	5.2	5.222222222222222
7.4995056398732265	8.666666666666666	6.75	8.666666666666666
13.320874239930621	9.192835831316867	6.75	8.666666666666666
8.070317963983577	9.0	6.75	9.0
5.828040541780019	9.255225538660275	5.2	6.5
6.5	9.0	6.5	9.0
9.0	9.0	9.0	9.0
6.487255049649319	9.0	4.5	9.0
5.214855293381512	6.75	5.2	6.75
9.0	6.75	9.0	6.75
6.75	4.5	6.75	4.5
9.360152717028967	8.666666666666666	4.5	8.666666666666666
7.321596174402256	9.32538963125242	6.75	8.666666666666666
6.75	7.8452246867012345	6.75	5.222222222222222
8.110604446582656	6.674489971531166	6.75	5.2
6.5	6.721143808652138	6.5	6.714285714285714
9.0	7.481816657415425	9.0	6.714285714285714
5.343945507486774	8.996875568640586	5.2	8.666666666666666
4.505693733948314	9.910451942265858	4.5	6.75
5.275289495127565	9.0	4.5	9.0
9.1171902186033	8.840050898880104	8.666666666666666	6.75
6.3106330818230205	8.666666666666666	5.2	8.666666666666666
9.0	6.789822349065279	9.0	4.5
9.0	7.8487202949523045	9.0	6.75
5.111292210982815	7.863338354408503	4.5	4.5
8.9299819462702	8.666666666666666	6.75	8.666666666666666
10.764665614198194	6.75	6.75	6.75
6.75	11.117960453224748	6.75	6.75
8.666666666666666	8.876590931788872	8.666666666666666	5.875
6.75	9.0	6.75	9.0
7.283064400827579	7.470111688278891	6.75	6.714285714285714
7.8113990479792825	8.81672571547499	4.5	4.5
9.0	5.7933775599976265	9.0	5.2
6.75	5.792812688885051	6.75	5.2
6.325076270926886	6.5	5.2	6.5
9.0	9.314411925621787	9.0	2.75
6.350197278366749	7.093402212904895	5.2	5.222222222222222
9.0	6.843306723575219	9.0	6.75
10.26457902455179	7.833333333333333	8.666666666666666	7.833333333333333
4.5	6.577328839689071	4.5	5.875
8.581302968412581	9.390517620594407	6.75	6.75
9.559636437213697	8.718147701537992	5.2	6.75
10.911694606318063	7.506385694893807	8.666666666666666	5.875
8.277675961797247	9.293140500182504	5.2	9.0
5.263393424800839	7.833333333333333	4.5	7.833333333333333
9.944541731874876	5.2	6.75	5.2
4.5	11.466008440884941	4.5	6.75
9.0	5.95956734766632	9.0	4.5
9.0	7.824937211151324	9.0	4.5
6.75	6.349850794959247	6.75	5.2
6.778792651796762	6.1166295319466935	5.2	5.2
7.324614657712626	6.95742116047133	5.2	5.2
10.539683192370399	6.75	8.666666666666666	6.75
8.267760123611751	9.0	6.75	9.0
7.27061410305787	7.768425064177505	4.5	6.75
11.090575828039773	6.75	6.75	6.75
5.831534351397765	9.0	4.5	9.0
8.309278243525853	8.339835023352704	6.75	6.5
9.0	9.907076142183465	9.0	6.5
9.0	4.5	9.0	4.5
9.0	8.043437934902238	9.0	6.714285714285714
11.86028996297693	7.111585364212895	6.75	6.75
8.00650552424483	6.996697721067354	6.75	5.875
6.760385048484522	6.705355476690394	6.75	4.5
9.0	9.0	9.0	9.0
10.458139039824735	9.0	6.75	9.0
5.777364111777692	6.75	4.5	6.75
10.626165246130073	6.75	8.666666666666666	6.75
6.75	7.507234141232425	6.75	5.2
6.418190975275085	10.754503515948985	5.2	8.666666666666666
9.0	7.565442057350605	9.0	1.0714285714285714
6.75	6.75	6.75	6.75
5.840719587279744	10.25960640077026	5.2	6.75
8.666666666666666	6.75	8.666666666666666	6.75
